integration_method,homology_method,species_dir,adj_rand_score,pct_cell_type_kept,from_species,to_species,task_name,type
scVI,HE,drerio to mmusculus,0.3711822759786745,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,scVI HE
scVI,HE,xtropicalis to drerio,0.3692160366411188,1,xtropicalis,drerio,Embryo_dr_xt,scVI HE
scVI,O2O,mmusculus to drerio,0.3688578169721974,1,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,scVI O2O
scVI,SH,mmusculus to drerio,0.368345900285673,1,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,scVI SH
SeuratV4 CCA,HE,drerio to mmusculus,0.36733446448864066,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
LIGER UINMF,HE,hsapiens to xtropicalis,0.3658344988210453,0.8571428571428571,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,LIGER UINMF HE
LIGER UINMF,SH,drerio to mmusculus,0.3657862915674589,0.625,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,LIGER UINMF SH
LIGER UINMF,SH,mmusculus to hsapiens,0.3653784876889151,0.7272727272727273,mmusculus,hsapiens,Heart_hs_mm,LIGER UINMF SH
scVI,SH,mfascicularis to mmusculus,0.364963220402777,1,mfascicularis,mmusculus,Heart_mf_mm,scVI SH
SeuratV4 CCA,HE,drerio to xtropicalis,0.3638641513440942,1,drerio,xtropicalis,Embryo_dr_xt,SeuratV4 CCA HE
fastMNN,SH,mfascicularis to drerio,0.3632249070695248,0.8,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,fastMNN SH
scVI,HE,mmusculus to drerio,0.3621024965915475,1,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,scVI HE
fastMNN,SH,xtropicalis to drerio,0.36163523988667096,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,fastMNN SH
LIGER,SH,hsapiens to mmusculus,0.3607133592060579,0.18181818181818185,hsapiens,mmusculus,Heart_hs_mf_mm_xl,LIGER SH
LIGER UINMF,O2O,mmusculus to xtropicalis,0.3603763874208604,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
Harmony,SH,xtropicalis to mfascicularis,0.3603032012371036,1,xtropicalis,mfascicularis,Heart_mf_xl,Harmony SH
LIGER,SH,mmulatta to sscrofa,0.35917314704594594,0.8333333333333334,mmulatta,sscrofa,Hippocampus_hs_mu_ss,LIGER SH
LIGER UINMF,O2O,hsapiens to mfascicularis,0.35828282005727824,1,hsapiens,mfascicularis,Heart_hs_mf_mm,LIGER UINMF O2O
scVI,SH,xtropicalis to drerio,0.3577152558879332,1,xtropicalis,drerio,Embryo_dr_xt,scVI SH
Harmony,O2O,xtropicalis to drerio,0.3555840221199812,1,xtropicalis,drerio,Embryo_dr_xt,Harmony O2O
Scanorama,SH,hsapiens to drerio,0.3524510995064299,1,hsapiens,drerio,Heart_hs_dr,Scanorama SH
fastMNN,O2O,hsapiens to drerio,0.35153670031216266,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,fastMNN O2O
SeuratV4 CCA,O2O,drerio to mmusculus,0.35102320194738845,1,drerio,mmusculus,Heart_mm_dr,SeuratV4 CCA O2O
scVI,O2O,xtropicalis to drerio,0.3507873322746192,1,xtropicalis,drerio,Embryo_dr_xt,scVI O2O
fastMNN,SH,hsapiens to drerio,0.3501420250804361,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,fastMNN SH
fastMNN,HE,xtropicalis to drerio,0.3500453726168818,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,fastMNN HE
fastMNN,HE,hsapiens to drerio,0.3491368842484498,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,fastMNN HE
SeuratV4 CCA,SH,drerio to xtropicalis,0.34747547019159347,1,drerio,xtropicalis,Embryo_dr_xt,SeuratV4 CCA SH
fastMNN,HE,mmusculus to drerio,0.3473786839803472,0.875,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,fastMNN HE
SeuratV4 RPCA,HE,drerio to xtropicalis,0.34536761830951385,1,drerio,xtropicalis,Embryo_dr_xt,SeuratV4 RPCA HE
LIGER,HE,mmulatta to sscrofa,0.34490424664844493,0.8333333333333334,mmulatta,sscrofa,Hippocampus_hs_mu_ss,LIGER HE
Harmony,SH,drerio to xtropicalis,0.3448055738075109,1,drerio,xtropicalis,Embryo_dr_xt,Harmony SH
SeuratV4 CCA,O2O,xtropicalis to drerio,0.3444236199386144,1,xtropicalis,drerio,Embryo_dr_xt,SeuratV4 CCA O2O
SeuratV4 CCA,O2O,drerio to mmusculus,0.3435651977069399,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
scVI,HE,mmusculus to drerio,0.343506482843664,1,mmusculus,drerio,Heart_mm_dr,scVI HE
LIGER UINMF,SH,hsapiens to mfascicularis,0.3406792525912215,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,LIGER UINMF SH
SeuratV4 RPCA,SH,drerio to xtropicalis,0.3402375844591,1,drerio,xtropicalis,Embryo_dr_xt,SeuratV4 RPCA SH
LIGER UINMF,HE,hsapiens to drerio,0.3400562985394473,1,hsapiens,drerio,Heart_hs_dr,LIGER UINMF HE
LIGER UINMF,HE,xtropicalis to drerio,0.33906013775301586,0.6206896551724138,xtropicalis,drerio,Embryo_dr_xt,LIGER UINMF HE
fastMNN,O2O,mmusculus to drerio,0.33885496946314775,0.875,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,fastMNN O2O
scVI,HE,xtropicalis to mfascicularis,0.33880898525188874,1,xtropicalis,mfascicularis,Heart_mf_xl,scVI HE
LIGER UINMF,HE,mfascicularis to drerio,0.33700266733858913,1,mfascicularis,drerio,Heart_mf_dr,LIGER UINMF HE
Scanorama,SH,mfascicularis to xtropicalis,0.335834469262319,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,Scanorama SH
Harmony,O2O,mmusculus to drerio,0.33557862389493087,1,mmusculus,drerio,Heart_mm_dr,Harmony O2O
LIGER UINMF,SH,mfascicularis to hsapiens,0.33360468116195224,0.8333333333333334,mfascicularis,hsapiens,Heart_hs_mf,LIGER UINMF SH
fastMNN,O2O,mfascicularis to xtropicalis,0.3328123075275285,0.8,mfascicularis,xtropicalis,Heart_mf_xl,fastMNN O2O
Harmony,HE,mfascicularis to xtropicalis,0.3299050441240568,1,mfascicularis,xtropicalis,Heart_mf_xl,Harmony HE
Scanorama,O2O,drerio to mmusculus,0.3298641822866259,1,drerio,mmusculus,Heart_mm_dr,Scanorama O2O
LIGER UINMF,HE,drerio to mfascicularis,0.32850506181910305,1,drerio,mfascicularis,Heart_mf_dr,LIGER UINMF HE
Harmony,SH,mfascicularis to drerio,0.32793875244854037,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,Harmony SH
Harmony,SH,drerio to mmusculus,0.32633482104182693,1,drerio,mmusculus,Heart_mm_dr,Harmony SH
fastMNN,O2O,xtropicalis to drerio,0.32582936617231734,0.8620689655172413,xtropicalis,drerio,Embryo_dr_xt,fastMNN O2O
LIGER UINMF,O2O,hsapiens to drerio,0.3256739746002663,1,hsapiens,drerio,Heart_hs_dr,LIGER UINMF O2O
fastMNN,O2O,xtropicalis to drerio,0.3246441982859942,0.8571428571428571,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,fastMNN O2O
Harmony,HE,xtropicalis to drerio,0.3238337717526269,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,Harmony HE
fastMNN,O2O,mfascicularis to drerio,0.3234358425770164,0.8,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,fastMNN O2O
scVI,HE,drerio to mmusculus,0.32236119768276006,1,drerio,mmusculus,Heart_mm_dr,scVI HE
scVI,HE,drerio to xtropicalis,0.32048194137022,1,drerio,xtropicalis,Embryo_dr_xt,scVI HE
LIGER,SH,hsapiens to xtropicalis,0.3201648068142798,0.42857142857142855,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,LIGER SH
Harmony,SH,xtropicalis to drerio,0.3200197104979762,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,Harmony SH
LIGER UINMF,SH,mmusculus to xtropicalis,0.3179898387847355,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,LIGER UINMF SH
Harmony,HE,drerio to xtropicalis,0.3179203934906752,1,drerio,xtropicalis,Embryo_dr_xt,Harmony HE
Scanorama,O2O,hsapiens to mmusculus,0.3172412989829739,1,hsapiens,mmusculus,Heart_hs_mf_mm,Scanorama O2O
fastMNN,HE,xtropicalis to drerio,0.31721541276125503,0.896551724137931,xtropicalis,drerio,Embryo_dr_xt,fastMNN HE
scVI,O2O,drerio to xtropicalis,0.31694725220088465,1,drerio,xtropicalis,Embryo_dr_xt,scVI O2O
LIGER,SH,hsapiens to drerio,0.31586122744785433,0.8571428571428571,hsapiens,drerio,Heart_hs_dr,LIGER SH
LIGER,O2O,sscrofa to hsapiens,0.31347539455050394,0.5454545454545454,sscrofa,hsapiens,Hippocampus_hs_mu_ss,LIGER O2O
Scanorama,SH,xtropicalis to mfascicularis,0.3133135692063214,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,Scanorama SH
LIGER,SH,hsapiens to mmusculus,0.31262560727121663,0.6363636363636364,hsapiens,mmusculus,Heart_hs_mm,LIGER SH
LIGER UINMF,O2O,hsapiens to xtropicalis,0.31152064834505516,0.8571428571428571,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
LIGER,SH,mmusculus to xtropicalis,0.3111212078573964,0.2857142857142857,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,LIGER SH
Scanorama,SH,mmusculus to drerio,0.311015260231989,1,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,Scanorama SH
LIGER UINMF,O2O,mfascicularis to xtropicalis,0.31058859388030363,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
LIGER,SH,mfascicularis to hsapiens,0.3100414977841176,0.6666666666666666,mfascicularis,hsapiens,Heart_hs_mf,LIGER SH
Scanorama,HE,mfascicularis to xtropicalis,0.3096688528325272,1,mfascicularis,xtropicalis,Heart_mf_xl,Scanorama HE
scVI,O2O,mmusculus to mfascicularis,0.30652149723596694,1,mmusculus,mfascicularis,Heart_hs_mf_mm,scVI O2O
Scanorama,O2O,hsapiens to mfascicularis,0.30609972175137684,1,hsapiens,mfascicularis,Heart_hs_mf,Scanorama O2O
Harmony,O2O,drerio to xtropicalis,0.30574945722416447,1,drerio,xtropicalis,Embryo_dr_xt,Harmony O2O
LIGER UINMF,HE,mmusculus to hsapiens,0.3054915338104511,0.5454545454545454,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,LIGER UINMF HE
Scanorama,SH,drerio to xtropicalis,0.3041991031461218,1,drerio,xtropicalis,Embryo_dr_xt,Scanorama SH
scVI,SH,drerio to xtropicalis,0.3039280754315204,1,drerio,xtropicalis,Embryo_dr_xt,scVI SH
LIGER UINMF,O2O,xtropicalis to mmusculus,0.3036675351695371,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
LIGER,SH,mfascicularis to hsapiens,0.3033172929422284,0.3333333333333333,mfascicularis,hsapiens,Heart_hs_mf_mm,LIGER SH
scVI,SH,drerio to mmusculus,0.30331716940878406,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,scVI SH
scVI,HE,drerio to xtropicalis,0.30308693582971663,1,drerio,xtropicalis,Heart_hs_mf_mm_xl_dr,scVI HE
SeuratV4 RPCA,HE,xtropicalis to drerio,0.29966961733600156,1,xtropicalis,drerio,Embryo_dr_xt,SeuratV4 RPCA HE
LIGER,SH,hsapiens to mmusculus,0.29965323969474705,0.6363636363636364,hsapiens,mmusculus,Heart_hs_mf_mm,LIGER SH
scVI,HE,mmusculus to mfascicularis,0.2985461664064594,1,mmusculus,mfascicularis,Heart_mf_mm,scVI HE
Scanorama,HE,drerio to xtropicalis,0.29852632603304985,1,drerio,xtropicalis,Embryo_dr_xt,Scanorama HE
LIGER UINMF,HE,mmusculus to mfascicularis,0.29823332909622574,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,LIGER UINMF HE
LIGER UINMF,HE,hsapiens to mmusculus,0.29235877643239455,0.7272727272727273,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,LIGER UINMF HE
Scanorama,O2O,xtropicalis to drerio,0.29120989203948144,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,Scanorama O2O
scVI,SH,xtropicalis to mfascicularis,0.29059485790725487,1,xtropicalis,mfascicularis,Heart_mf_xl,scVI SH
Harmony,O2O,hsapiens to drerio,0.2905271437211379,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,Harmony O2O
Scanorama,HE,mfascicularis to drerio,0.288859424515464,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,Scanorama HE
Scanorama,HE,mfascicularis to xtropicalis,0.2882477573936288,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,Scanorama HE
Harmony,HE,mfascicularis to mmusculus,0.28714802935090644,0.8333333333333334,mfascicularis,mmusculus,Heart_mf_mm,Harmony HE
SeuratV4 RPCA,SH,xtropicalis to drerio,0.2833043459710097,1,xtropicalis,drerio,Embryo_dr_xt,SeuratV4 RPCA SH
scVI,SH,drerio to mmusculus,0.28287957821992044,1,drerio,mmusculus,Heart_mm_dr,scVI SH
Scanorama,HE,xtropicalis to drerio,0.27956873294644563,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,Scanorama HE
SeuratV4 RPCA,O2O,drerio to xtropicalis,0.279241005234699,1,drerio,xtropicalis,Embryo_dr_xt,SeuratV4 RPCA O2O
LIGER UINMF,O2O,xtropicalis to drerio,0.2784161939101962,0.7241379310344828,xtropicalis,drerio,Embryo_dr_xt,LIGER UINMF O2O
Harmony,HE,hsapiens to drerio,0.27796235486525706,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,Harmony HE
Harmony,O2O,xtropicalis to drerio,0.2765710791170142,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,Harmony O2O
fastMNN,SH,xtropicalis to drerio,0.2758012524117264,0.896551724137931,xtropicalis,drerio,Embryo_dr_xt,fastMNN SH
LIGER UINMF,SH,hsapiens to xtropicalis,0.27566889506513187,0.8571428571428571,hsapiens,xtropicalis,Heart_hs_xl,LIGER UINMF SH
LIGER,SH,xtropicalis to mmusculus,0.27452966884386026,0.7142857142857143,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,LIGER SH
Scanorama,HE,mmusculus to drerio,0.27393213468633243,1,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,Scanorama HE
Harmony,O2O,mfascicularis to mmusculus,0.2720890070951838,1,mfascicularis,mmusculus,Heart_mf_mm,Harmony O2O
LIGER UINMF,SH,hsapiens to mfascicularis,0.2717375525538835,1,hsapiens,mfascicularis,Heart_hs_mf,LIGER UINMF SH
Harmony,O2O,mfascicularis to xtropicalis,0.27073222749759895,0.8,mfascicularis,xtropicalis,Heart_mf_xl,Harmony O2O
LIGER,O2O,hsapiens to mmusculus,0.26978771888188746,0.6363636363636364,hsapiens,mmusculus,Heart_hs_mm,LIGER O2O
Harmony,SH,hsapiens to drerio,0.26964070664858086,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 CCA,O2O,drerio to xtropicalis,0.26906697095545784,1,drerio,xtropicalis,Embryo_dr_xt,SeuratV4 CCA O2O
Harmony,SH,hsapiens to drerio,0.26862023342310115,0.8571428571428571,hsapiens,drerio,Heart_hs_dr,Harmony SH
LIGER UINMF,O2O,hsapiens to xtropicalis,0.26659509398220277,0.8571428571428571,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,LIGER UINMF O2O
LIGER UINMF,HE,hsapiens to mmusculus,0.265429020565001,0.6363636363636364,hsapiens,mmusculus,Heart_hs_mf_mm,LIGER UINMF HE
scVI,O2O,mmusculus to drerio,0.2649603253186966,0.875,mmusculus,drerio,Heart_mm_dr,scVI O2O
LIGER UINMF,HE,mfascicularis to mmusculus,0.26436610142131167,1,mfascicularis,mmusculus,Heart_hs_mf_mm,LIGER UINMF HE
Scanorama,SH,xtropicalis to drerio,0.2624081255727415,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,Scanorama SH
Scanorama,O2O,drerio to xtropicalis,0.26212357235468653,1,drerio,xtropicalis,Embryo_dr_xt,Scanorama O2O
LIGER UINMF,SH,xtropicalis to drerio,0.26178042495594006,0.6896551724137931,xtropicalis,drerio,Embryo_dr_xt,LIGER UINMF SH
Harmony,SH,mfascicularis to xtropicalis,0.25941283807031196,1,mfascicularis,xtropicalis,Heart_mf_xl,Harmony SH
fastMNN,HE,drerio to xtropicalis,0.2589971920138981,0.8620689655172413,drerio,xtropicalis,Embryo_dr_xt,fastMNN HE
fastMNN,HE,drerio to xtropicalis,0.2585618351046873,1,drerio,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN HE
Harmony,HE,hsapiens to drerio,0.25600238163935385,1,hsapiens,drerio,Heart_hs_dr,Harmony HE
LIGER UINMF,HE,hsapiens to mfascicularis,0.2559008447267653,1,hsapiens,mfascicularis,Heart_hs_mf,LIGER UINMF HE
fastMNN,SH,drerio to xtropicalis,0.2552797056330339,1,drerio,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN SH
LIGER UINMF,SH,mfascicularis to hsapiens,0.2550749619847653,1,mfascicularis,hsapiens,Heart_hs_mf_mm,LIGER UINMF SH
fastMNN,O2O,drerio to xtropicalis,0.25428602379127024,1,drerio,xtropicalis,Heart_hs_mf_mm_xl_dr,fastMNN O2O
fastMNN,SH,drerio to xtropicalis,0.2523622561356351,0.8620689655172413,drerio,xtropicalis,Embryo_dr_xt,fastMNN SH
LIGER UINMF,HE,mmusculus to xtropicalis,0.25192315018146527,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,LIGER UINMF HE
LIGER UINMF,SH,mfascicularis to xtropicalis,0.2505780493549946,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,LIGER UINMF SH
LIGER UINMF,O2O,mmusculus to hsapiens,0.2491003076688696,0.6,mmusculus,hsapiens,Pancreas_hs_mm,LIGER UINMF O2O
fastMNN,HE,drerio to mfascicularis,0.24821590001342725,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN HE
LIGER UINMF,O2O,mfascicularis to drerio,0.2477803207538559,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
Scanorama,HE,drerio to mmusculus,0.2476731689227126,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,Scanorama HE
Scanorama,HE,hsapiens to drerio,0.24743103806723585,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,Scanorama HE
LIGER,HE,xtropicalis to mfascicularis,0.24587242571849777,0.6,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,LIGER HE
Scanorama,HE,hsapiens to xtropicalis,0.24481133032794153,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,Scanorama HE
Harmony,HE,mmusculus to drerio,0.24446001633949915,0.75,mmusculus,drerio,Heart_mm_dr,Harmony HE
scVI,HE,mfascicularis to drerio,0.24444566882705784,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,scVI HE
LIGER,HE,mmusculus to hsapiens,0.2424718263987316,0.3636363636363637,mmusculus,hsapiens,Heart_hs_mf_mm,LIGER HE
LIGER UINMF,SH,mfascicularis to xtropicalis,0.2419122066760057,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,LIGER UINMF SH
Harmony,SH,mmusculus to drerio,0.2416555004294233,1,mmusculus,drerio,Heart_mm_dr,Harmony SH
LIGER,O2O,xtropicalis to mfascicularis,0.24070939353391616,0.8,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,LIGER O2O
Scanorama,HE,hsapiens to mfascicularis,0.23917542850129755,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,Scanorama HE
LIGER UINMF,HE,mfascicularis to xtropicalis,0.23894138362244413,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,LIGER UINMF HE
fastMNN,HE,mfascicularis to drerio,0.23885515360997636,0.8,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,fastMNN HE
Scanorama,SH,mfascicularis to xtropicalis,0.23844070812153767,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,Scanorama SH
LIGER,SH,hsapiens to mmusculus,0.23701586473270111,0.6,hsapiens,mmusculus,Pancreas_hs_mm,LIGER SH
LIGER UINMF,SH,hsapiens to xtropicalis,0.2368220192399684,0.8571428571428571,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,LIGER UINMF SH
LIGER UINMF,O2O,hsapiens to mmusculus,0.23622949441641572,0.6363636363636364,hsapiens,mmusculus,Heart_hs_mf_mm,LIGER UINMF O2O
LIGER UINMF,HE,hsapiens to xtropicalis,0.23613645455725105,0.8571428571428571,hsapiens,xtropicalis,Heart_hs_xl,LIGER UINMF HE
Harmony,O2O,mfascicularis to drerio,0.2355639925032742,1,mfascicularis,drerio,Heart_mf_dr,Harmony O2O
LIGER UINMF,HE,mmusculus to hsapiens,0.2353640793216352,0.6363636363636364,mmusculus,hsapiens,Heart_hs_mf_mm,LIGER UINMF HE
scVI,O2O,mfascicularis to drerio,0.2350917422242529,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,scVI O2O
LIGER,O2O,xtropicalis to mmusculus,0.2306697221530759,0.5714285714285714,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,LIGER O2O
LIGER,O2O,mfascicularis to hsapiens,0.2299047458493715,0.5,mfascicularis,hsapiens,Heart_hs_mf_mm,LIGER O2O
Scanorama,O2O,mmusculus to drerio,0.2286289374572586,1,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,Scanorama O2O
Scanorama,O2O,hsapiens to drerio,0.22573746705983824,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,Scanorama O2O
LIGER UINMF,HE,hsapiens to xtropicalis,0.2224210138357251,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,LIGER UINMF HE
LIGER,HE,xtropicalis to drerio,0.22126214412436215,0.5517241379310345,xtropicalis,drerio,Embryo_dr_xt,LIGER HE
LIGER UINMF,SH,mmusculus to hsapiens,0.2208336982978732,0.6,mmusculus,hsapiens,Pancreas_hs_mm,LIGER UINMF SH
LIGER,O2O,xtropicalis to drerio,0.22068092536211728,0.5714285714285714,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,LIGER O2O
LIGER,O2O,mmusculus to hsapiens,0.2188753099470999,0.2727272727272727,mmusculus,hsapiens,Heart_hs_mf_mm,LIGER O2O
LIGER UINMF,HE,xtropicalis to drerio,0.21800759324976884,1,xtropicalis,drerio,Heart_hs_mf_mm_xl_dr,LIGER UINMF HE
fastMNN,SH,mfascicularis to xtropicalis,0.21680902381081385,0.8,mfascicularis,xtropicalis,Heart_mf_xl,fastMNN SH
LIGER UINMF,SH,hsapiens to mfascicularis,0.21531867308885633,1,hsapiens,mfascicularis,Heart_hs_mf_mm,LIGER UINMF SH
fastMNN,HE,mfascicularis to xtropicalis,0.21485702404621213,0.8,mfascicularis,xtropicalis,Heart_mf_xl,fastMNN HE
unintegrated,HE.h5ad,hsapiens to mfascicularis,0.214828774629275,1,hsapiens,mfascicularis,Heart_hs_mf,unintegrated HE
LIGER UINMF,O2O,mmusculus to hsapiens,0.21227115918139292,0.5454545454545454,mmusculus,hsapiens,Heart_hs_mm,LIGER UINMF O2O
Scanorama,SH,hsapiens to sscrofa,0.21110450144727044,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,Scanorama SH
LIGER UINMF,HE,hsapiens to drerio,0.2095771324492934,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,LIGER UINMF HE
Scanorama,SH,mfascicularis to drerio,0.2083866918832124,1,mfascicularis,drerio,Heart_hs_mf_mm_xl_dr,Scanorama SH
LIGER,SH,xtropicalis to hsapiens,0.20790783638251695,0.7142857142857143,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,LIGER SH
fastMNN,O2O,drerio to xtropicalis,0.20774782401005737,0.7931034482758621,drerio,xtropicalis,Embryo_dr_xt,fastMNN O2O
Scanorama,SH,mmusculus to drerio,0.20748880517436497,1,mmusculus,drerio,Heart_mm_dr,Scanorama SH
LIGER UINMF,O2O,mfascicularis to hsapiens,0.2056527018597704,0.8333333333333334,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,LIGER UINMF O2O
Scanorama,SH,hsapiens to drerio,0.20455669168758,1,hsapiens,drerio,Heart_hs_mf_mm_xl_dr,Scanorama SH
SeuratV4 RPCA,SH,drerio to mmusculus,0.20249929683974885,1,drerio,mmusculus,Heart_mm_dr,SeuratV4 RPCA SH
Scanorama,O2O,mmusculus to drerio,0.19828939154487593,1,mmusculus,drerio,Heart_mm_dr,Scanorama O2O
scVI,HE,mfascicularis to drerio,0.19826867342686527,1,mfascicularis,drerio,Heart_mf_dr,scVI HE
LIGER UINMF,HE,mmusculus to mfascicularis,0.19754952211452928,1,mmusculus,mfascicularis,Heart_hs_mf_mm,LIGER UINMF HE
LIGER UINMF,SH,drerio to mfascicularis,0.1974804966921017,0.6,drerio,mfascicularis,Heart_mf_dr,LIGER UINMF SH
SeuratV4 RPCA,O2O,xtropicalis to drerio,0.19675633716206287,1,xtropicalis,drerio,Embryo_dr_xt,SeuratV4 RPCA O2O
LIGER UINMF,O2O,drerio to mfascicularis,0.1930326249572397,0.6,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
LIGER,HE,mmusculus to hsapiens,0.1892031156745679,0.4545454545454546,mmusculus,hsapiens,Heart_hs_mm,LIGER HE
LIGER UINMF,O2O,xtropicalis to mfascicularis,0.1888713638138442,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
LIGER UINMF,SH,mfascicularis to mmusculus,0.18866069246866524,1,mfascicularis,mmusculus,Heart_mf_mm,LIGER UINMF SH
Scanorama,HE,mmusculus to drerio,0.18674660947030303,1,mmusculus,drerio,Heart_mm_dr,Scanorama HE
Scanorama,O2O,drerio to mfascicularis,0.18597063665477975,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,Scanorama O2O
LIGER,HE,drerio to xtropicalis,0.18569646942708937,0.3448275862068966,drerio,xtropicalis,Embryo_dr_xt,LIGER HE
fastMNN,SH,drerio to mfascicularis,0.18370770039041812,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN SH
LIGER UINMF,HE,drerio to xtropicalis,0.18098595808752432,0.6551724137931034,drerio,xtropicalis,Embryo_dr_xt,LIGER UINMF HE
LIGER UINMF,O2O,mmusculus to drerio,0.18022298396308783,0.875,mmusculus,drerio,Heart_hs_mf_mm_xl_dr,LIGER UINMF O2O
LIGER UINMF,O2O,mmusculus to xtropicalis,0.17748532221405877,0.8571428571428571,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,LIGER UINMF O2O
LIGER,SH,drerio to hsapiens,0.17667473667511813,0.5714285714285714,drerio,hsapiens,Heart_hs_dr,LIGER SH
fastMNN,O2O,drerio to mfascicularis,0.17328615761414043,1,drerio,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN O2O
LIGER,HE,mfascicularis to mmusculus,0.16870010573878813,0.5,mfascicularis,mmusculus,Heart_hs_mf_mm,LIGER HE
