from_species,test_acc,type_label,integration_method,input_file,homology_method,acc_prior,acc_loss,type,task_name
drerio,0.5935383011985409,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9609171443460136,0.3673788431474727,LIGER UINMF one2one only,Heart_mf_dr
mfascicularis,0.636003850679217,original,LIGER,mfascicularis_drerio_metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9903733019574286,0.3543694512782115,LIGER higher expression,Heart_mf_dr
mfascicularis,0.6846721574499947,original,LIGER,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9903733019574286,0.3057011445074339,LIGER stronger homology,Heart_mf_dr
drerio,0.6800416883793643,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9609171443460136,0.2808754559666493,LIGER UINMF stronger homology,Heart_mf_dr
drerio,0.6982803543512246,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9609171443460136,0.262636789994789,LIGER UINMF higher expression,Heart_mf_dr
drerio,0.8191766545075561,original,Scanorama,mfascicularis_drerio_metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9609171443460136,0.14174048983845755,Scanorama one2one only,Heart_mf_dr
drerio,0.8342886920270974,original,fastMNN,mfascicularis_drerio_metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9609171443460136,0.12662845231891617,fastMNN one2one only,Heart_mf_dr
drerio,0.8593017196456487,original,Harmony,mfascicularis_drerio_metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9609171443460136,0.10161542470036489,Harmony one2one only,Heart_mf_dr
drerio,0.8655549765502866,original,Scanorama,mfascicularis_drerio_metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9609171443460136,0.09536216779572704,Scanorama higher expression,Heart_mf_dr
drerio,0.8754559666492965,original,Scanorama,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9609171443460136,0.08546117769671713,Scanorama stronger homology,Heart_mf_dr
drerio,0.887441375716519,original,fastMNN,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9609171443460136,0.07347576862949456,fastMNN stronger homology,Heart_mf_dr
drerio,0.887441375716519,original,SeuratV4 RPCA,mfascicularis_drerio_metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9609171443460136,0.07347576862949456,SeuratV4 RPCA one2one only,Heart_mf_dr
drerio,0.8994267847837415,original,fastMNN,mfascicularis_drerio_metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9609171443460136,0.06149035956227211,fastMNN higher expression,Heart_mf_dr
drerio,0.9035956227201668,original,SeuratV4 CCA,mfascicularis_drerio_metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9609171443460136,0.057321521625846805,SeuratV4 CCA one2one only,Heart_mf_dr
drerio,0.9124544033350704,original,scVI,mfascicularis_drerio_metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9609171443460136,0.04846274101094317,scVI one2one only,Heart_mf_dr
mfascicularis,0.9455556744036796,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9903733019574286,0.04481762755374896,LIGER UINMF higher expression,Heart_mf_dr
drerio,0.9202709744658676,original,Harmony,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9609171443460136,0.04064616988014602,Harmony stronger homology,Heart_mf_dr
mfascicularis,0.9498342068670446,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9903733019574286,0.040539095090384,LIGER UINMF one2one only,Heart_mf_dr
drerio,0.924960917144346,original,Harmony,mfascicularis_drerio_metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9609171443460136,0.03595622720166758,Harmony higher expression,Heart_mf_dr
drerio,0.928608650338718,original,SeuratV4 RPCA,mfascicularis_drerio_metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9609171443460136,0.03230849400729563,SeuratV4 RPCA higher expression,Heart_mf_dr
mfascicularis,0.9583912717937748,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9903733019574286,0.03198203016365375,LIGER UINMF stronger homology,Heart_mf_dr
drerio,0.9332985930171964,original,SeuratV4 RPCA,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9609171443460136,0.027618551328817187,SeuratV4 RPCA stronger homology,Heart_mf_dr
drerio,0.9405940594059404,original,scVI,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9609171443460136,0.020323084940073177,scVI stronger homology,Heart_mf_dr
drerio,0.9416362688900468,original,SeuratV4 CCA,mfascicularis_drerio_metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9609171443460136,0.019280875455966795,SeuratV4 CCA higher expression,Heart_mf_dr
mfascicularis,0.9737939886618888,original,fastMNN,mfascicularis_drerio_metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9903733019574286,0.016579313295539744,fastMNN one2one only,Heart_mf_dr
drerio,0.9478895257946848,original,scVI,mfascicularis_drerio_metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9609171443460136,0.013027618551328835,scVI higher expression,Heart_mf_dr
mfascicularis,0.9783934110600064,original,fastMNN,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9903733019574286,0.01197989089742213,fastMNN stronger homology,Heart_mf_dr
mfascicularis,0.9802117873569366,original,fastMNN,mfascicularis_drerio_metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9903733019574286,0.010161514600491972,fastMNN higher expression,Heart_mf_dr
mfascicularis,0.9807466039148572,original,SeuratV4 RPCA,mfascicularis_drerio_metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9903733019574286,0.009626698042571324,SeuratV4 RPCA one2one only,Heart_mf_dr
drerio,0.95205836373111,original,SeuratV4 CCA,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9609171443460136,0.008858780614903639,SeuratV4 CCA stronger homology,Heart_mf_dr
mfascicularis,0.9823510535886192,original,SeuratV4 CCA,mfascicularis_drerio_metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9903733019574286,0.008022248368809382,SeuratV4 CCA one2one only,Heart_mf_dr
mfascicularis,0.9829928334581238,original,scVI,mfascicularis_drerio_metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9903733019574286,0.007380468499304738,scVI one2one only,Heart_mf_dr
mfascicularis,0.9837415766392128,original,SeuratV4 CCA,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9903733019574286,0.006631725318215764,SeuratV4 CCA stronger homology,Heart_mf_dr
mfascicularis,0.9837415766392128,original,scVI,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9903733019574286,0.006631725318215764,scVI stronger homology,Heart_mf_dr
mfascicularis,0.9841694298855492,original,scVI,mfascicularis_drerio_metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9903733019574286,0.006203872071879335,scVI higher expression,Heart_mf_dr
mfascicularis,0.9842763931971332,original,SeuratV4 RPCA,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9903733019574286,0.006096908760295339,SeuratV4 RPCA stronger homology,Heart_mf_dr
mfascicularis,0.9851320996898064,original,SeuratV4 CCA,mfascicularis_drerio_metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9903733019574286,0.005241202267622147,SeuratV4 CCA higher expression,Heart_mf_dr
mfascicularis,0.985559952936143,original,SeuratV4 RPCA,mfascicularis_drerio_metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9903733019574286,0.004813349021285607,SeuratV4 RPCA higher expression,Heart_mf_dr
mfascicularis,0.9865226227404,original,Scanorama,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9903733019574286,0.0038506792170285298,Scanorama stronger homology,Heart_mf_dr
mfascicularis,0.987378329233073,original,Harmony,mfascicularis_drerio_metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9903733019574286,0.00299497272435556,Harmony one2one only,Heart_mf_dr
mfascicularis,0.9885549256604984,original,Harmony,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9903733019574286,0.0018183762969301576,Harmony stronger homology,Heart_mf_dr
drerio,0.959353830119854,original,scANVI,mfascicularis_drerio_metadata_nf_one2one_only_scANVI_integrated.h5ad,one2one only,0.9609171443460136,0.001563314226159629,scANVI one2one only,Heart_mf_dr
mfascicularis,0.9888758155952508,original,Scanorama,mfascicularis_drerio_metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9903733019574286,0.0014974863621777246,Scanorama higher expression,Heart_mf_dr
mfascicularis,0.9888758155952508,original,Scanorama,mfascicularis_drerio_metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9903733019574286,0.0014974863621777246,Scanorama one2one only,Heart_mf_dr
mfascicularis,0.989089742218419,original,Harmony,mfascicularis_drerio_metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9903733019574286,0.00128355973900951,Harmony higher expression,Heart_mf_dr
mfascicularis,0.9951866509787144,original,scANVI,mfascicularis_drerio_metadata_nf_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.9903733019574286,-0.004813349021285829,scANVI higher expression,Heart_mf_dr
mfascicularis,0.9961493207829716,original,scANVI,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.9903733019574286,-0.005776018825543017,scANVI stronger homology,Heart_mf_dr
mfascicularis,0.9967911006524762,original,scANVI,mfascicularis_drerio_metadata_nf_one2one_only_scANVI_integrated.h5ad,one2one only,0.9903733019574286,-0.006417798695047661,scANVI one2one only,Heart_mf_dr
drerio,0.9874934861907244,original,scANVI,mfascicularis_drerio_metadata_nf_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.9609171443460136,-0.026576341844710805,scANVI stronger homology,Heart_mf_dr
drerio,0.9911412193850964,original,scANVI,mfascicularis_drerio_metadata_nf_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.9609171443460136,-0.030224075039082754,scANVI higher expression,Heart_mf_dr
mmusculus,0.23259141494435612,original,LIGER,mfascicularis_mmusculus_metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.993322734499205,0.760731319554849,LIGER one2one only,Heart_mf_mm
mmusculus,0.33370429252782197,original,LIGER,mfascicularis_mmusculus_metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.993322734499205,0.6596184419713831,LIGER higher expression,Heart_mf_mm
mmusculus,0.699523052464229,original,LIGER,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.993322734499205,0.2937996820349761,LIGER stronger homology,Heart_mf_mm
mmusculus,0.9027027027027028,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.993322734499205,0.09062003179650224,LIGER UINMF stronger homology,Heart_mf_mm
mmusculus,0.916852146263911,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.993322734499205,0.07647058823529407,LIGER UINMF higher expression,Heart_mf_mm
mfascicularis,0.932292223767248,original,LIGER,mfascicularis_mmusculus_metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.9893036688415874,0.05701144507433942,LIGER one2one only,Heart_mf_mm
mmusculus,0.9368839427662956,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.993322734499205,0.056438791732909444,LIGER UINMF one2one only,Heart_mf_mm
mfascicularis,0.9532570328377368,original,LIGER,mfascicularis_mmusculus_metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9893036688415874,0.03604663600385061,LIGER higher expression,Heart_mf_mm
mfascicularis,0.956038078938924,original,LIGER,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9893036688415874,0.03326558990266337,LIGER stronger homology,Heart_mf_mm
mfascicularis,0.9700502727564444,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9893036688415874,0.019253396085142982,LIGER UINMF one2one only,Heart_mf_mm
mmusculus,0.9747217806041336,original,fastMNN,mfascicularis_mmusculus_metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.993322734499205,0.018600953895071437,fastMNN higher expression,Heart_mf_mm
mmusculus,0.9751987281399046,original,fastMNN,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.993322734499205,0.01812400635930045,fastMNN stronger homology,Heart_mf_mm
mmusculus,0.975516693163752,original,fastMNN,mfascicularis_mmusculus_metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.993322734499205,0.01780604133545305,fastMNN one2one only,Heart_mf_mm
mfascicularis,0.9725104289228794,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9893036688415874,0.01679323991870796,LIGER UINMF higher expression,Heart_mf_mm
mfascicularis,0.9726173922344636,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9893036688415874,0.01668627660712374,LIGER UINMF stronger homology,Heart_mf_mm
mmusculus,0.9802861685214628,original,Scanorama,mfascicularis_mmusculus_metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.993322734499205,0.013036565977742276,Scanorama higher expression,Heart_mf_mm
mmusculus,0.9820349761526233,original,Scanorama,mfascicularis_mmusculus_metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.993322734499205,0.0112877583465818,Scanorama one2one only,Heart_mf_mm
mmusculus,0.98330683624801285,original,Scanorama,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.993322734499205,0.010015898251192201,Scanorama stronger homology,Heart_mf_mm
mfascicularis,0.9807466039148572,original,fastMNN,mfascicularis_mmusculus_metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9893036688415874,0.00855706492673014,fastMNN one2one only,Heart_mf_mm
mfascicularis,0.9824580169002032,original,fastMNN,mfascicularis_mmusculus_metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9893036688415874,0.006845651941384201,fastMNN higher expression,Heart_mf_mm
mfascicularis,0.9826719435233716,original,fastMNN,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9893036688415874,0.006631725318215764,fastMNN stronger homology,Heart_mf_mm
mfascicularis,0.9840624665739652,original,SeuratV4 CCA,mfascicularis_mmusculus_metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9893036688415874,0.005241202267622147,SeuratV4 CCA higher expression,Heart_mf_mm
mmusculus,0.9882352941176472,original,scVI,mfascicularis_mmusculus_metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.993322734499205,0.0050874403815578395,scVI higher expression,Heart_mf_mm
mfascicularis,0.9844903198203016,original,scVI,mfascicularis_mmusculus_metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9893036688415874,0.004813349021285829,scVI one2one only,Heart_mf_mm
mfascicularis,0.98470424644347,original,SeuratV4 CCA,mfascicularis_mmusculus_metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9893036688415874,0.004599422398117392,SeuratV4 CCA one2one only,Heart_mf_mm
mfascicularis,0.9851320996898064,original,SeuratV4 RPCA,mfascicularis_mmusculus_metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9893036688415874,0.004171569151780963,SeuratV4 RPCA one2one only,Heart_mf_mm
mmusculus,0.9896661367249604,original,scANVI,mfascicularis_mmusculus_metadata_nf_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.993322734499205,0.003656597774244652,scANVI higher expression,Heart_mf_mm
mmusculus,0.9896661367249604,original,scANVI,mfascicularis_mmusculus_metadata_nf_one2one_only_scANVI_integrated.h5ad,one2one only,0.993322734499205,0.003656597774244652,scANVI one2one only,Heart_mf_mm
mmusculus,0.9896661367249604,original,scVI,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.993322734499205,0.003656597774244652,scVI stronger homology,Heart_mf_mm
mfascicularis,0.9857738795593112,original,SeuratV4 CCA,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9893036688415874,0.003529789282276208,SeuratV4 CCA stronger homology,Heart_mf_mm
mfascicularis,0.9857738795593112,original,SeuratV4 RPCA,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.9893036688415874,0.003529789282276208,SeuratV4 RPCA stronger homology,Heart_mf_mm
mmusculus,0.989825119236884,original,Harmony,mfascicularis_mmusculus_metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.993322734499205,0.0034976152623210632,Harmony higher expression,Heart_mf_mm
mmusculus,0.9899841017488076,original,scANVI,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.993322734499205,0.0033386327503974744,scANVI stronger homology,Heart_mf_mm
mmusculus,0.9901430842607312,original,SeuratV4 CCA,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.993322734499205,0.0031796502384738856,SeuratV4 CCA stronger homology,Heart_mf_mm
mmusculus,0.9901430842607312,original,SeuratV4 CCA,mfascicularis_mmusculus_metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.993322734499205,0.0031796502384738856,SeuratV4 CCA one2one only,Heart_mf_mm
mmusculus,0.990779014308426,original,Harmony,mfascicularis_mmusculus_metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.993322734499205,0.0025437201907790863,Harmony one2one only,Heart_mf_mm
mmusculus,0.990779014308426,original,SeuratV4 RPCA,mfascicularis_mmusculus_metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.993322734499205,0.0025437201907790863,SeuratV4 RPCA higher expression,Heart_mf_mm
mmusculus,0.9909379968203498,original,scVI,mfascicularis_mmusculus_metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.993322734499205,0.0023847376788552754,scVI one2one only,Heart_mf_mm
mmusculus,0.9909379968203498,original,SeuratV4 RPCA,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.993322734499205,0.0023847376788552754,SeuratV4 RPCA stronger homology,Heart_mf_mm
mfascicularis,0.9869504759867366,original,SeuratV4 RPCA,mfascicularis_mmusculus_metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9893036688415874,0.002353192854850805,SeuratV4 RPCA higher expression,Heart_mf_mm
mmusculus,0.9910969793322736,original,Harmony,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.993322734499205,0.0022257551669314646,Harmony stronger homology,Heart_mf_mm
mmusculus,0.9910969793322736,original,SeuratV4 CCA,mfascicularis_mmusculus_metadata_nf_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.993322734499205,0.0022257551669314646,SeuratV4 CCA higher expression,Heart_mf_mm
mmusculus,0.9910969793322736,original,SeuratV4 RPCA,mfascicularis_mmusculus_metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.993322734499205,0.0022257551669314646,SeuratV4 RPCA one2one only,Heart_mf_mm
mfascicularis,0.9871644026099048,original,scVI,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9893036688415874,0.0021392662316825906,scVI stronger homology,Heart_mf_mm
mfascicularis,0.988127072414162,original,scVI,mfascicularis_mmusculus_metadata_nf_many_higher_expr_scVI_integrated.h5ad,higher expression,0.9893036688415874,0.0011765964274254026,scVI higher expression,Heart_mf_mm
mfascicularis,0.988234035725746,original,Harmony,mfascicularis_mmusculus_metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9893036688415874,0.0010696331158414063,Harmony one2one only,Heart_mf_mm
mfascicularis,0.9883409990373302,original,Harmony,mfascicularis_mmusculus_metadata_nf_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9893036688415874,9.62669804257188e-4,Harmony higher expression,Heart_mf_mm
mfascicularis,0.9888758155952508,original,Harmony,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9893036688415874,4.278532463365403e-4,Harmony stronger homology,Heart_mf_mm
mfascicularis,0.9893036688415874,original,Scanorama,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9893036688415874,0,Scanorama stronger homology,Heart_mf_mm
mfascicularis,0.9896245587763396,original,Scanorama,mfascicularis_mmusculus_metadata_nf_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9893036688415874,-3.2088993475221095e-4,Scanorama higher expression,Heart_mf_mm
mfascicularis,0.989838485399508,original,Scanorama,mfascicularis_mmusculus_metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9893036688415874,-5.348165579206476e-4,Scanorama one2one only,Heart_mf_mm
mfascicularis,0.993368274681784,original,scANVI,mfascicularis_mmusculus_metadata_nf_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.9893036688415874,-0.004064605840196633,scANVI higher expression,Heart_mf_mm
mfascicularis,0.994117017862873,original,scANVI,mfascicularis_mmusculus_metadata_nf_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.9893036688415874,-0.004813349021285607,scANVI stronger homology,Heart_mf_mm
mfascicularis,0.9942239811744572,original,scANVI,mfascicularis_mmusculus_metadata_nf_one2one_only_scANVI_integrated.h5ad,one2one only,0.9893036688415874,-0.004920312332869825,scANVI one2one only,Heart_mf_mm
xtropicalis,0.17190870328567845,original,LIGER,mfascicularis_xtropicalis_metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.9243039879608728,0.7523952846751943,LIGER one2one only,Heart_mf_xl
mfascicularis,0.2946524064171123,original,LIGER,mfascicularis_xtropicalis_metadata_nf_one2one_only_LIGER_integrated.h5ad,one2one only,0.9895175954647556,0.6948651890476433,LIGER one2one only,Heart_mf_xl
xtropicalis,0.3668422372711312,original,LIGER,mfascicularis_xtropicalis_metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9243039879608728,0.5574617506897416,LIGER higher expression,Heart_mf_xl
xtropicalis,0.3674943566591422,original,LIGER,mfascicularis_xtropicalis_metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9243039879608728,0.5568096313017306,LIGER stronger homology,Heart_mf_xl
mfascicularis,0.5838502673796792,original,LIGER,mfascicularis_xtropicalis_metadata_nf_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.9895175954647556,0.40566732808507644,LIGER higher expression,Heart_mf_xl
mfascicularis,0.6115508021390375,original,LIGER,mfascicularis_xtropicalis_metadata_nf_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.9895175954647556,0.37796679332571814,LIGER stronger homology,Heart_mf_xl
xtropicalis,0.7326310509154753,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9243039879608728,0.19167293704539745,LIGER UINMF higher expression,Heart_mf_xl
xtropicalis,0.7875094055680963,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9243039879608728,0.13679458239277642,LIGER UINMF stronger homology,Heart_mf_xl
xtropicalis,0.7908703285678454,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9243039879608728,0.13343365939302732,LIGER UINMF one2one only,Heart_mf_xl
xtropicalis,0.853423626787058,original,fastMNN,mfascicularis_xtropicalis_metadata_nf_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9243039879608728,0.0708803611738148,fastMNN one2one only,Heart_mf_xl
xtropicalis,0.8750438926511162,original,fastMNN,mfascicularis_xtropicalis_metadata_nf_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9243039879608728,0.04926009530975661,fastMNN stronger homology,Heart_mf_xl
xtropicalis,0.8765989465763732,original,fastMNN,mfascicularis_xtropicalis_metadata_nf_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9243039879608728,0.0477050413844996,fastMNN higher expression,Heart_mf_xl
xtropicalis,0.8767494356659142,original,SeuratV4 CCA,mfascicularis_xtropicalis_metadata_nf_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9243039879608728,0.04755455229495853,SeuratV4 CCA one2one only,Heart_mf_xl
xtropicalis,0.8805116629044394,original,Harmony,mfascicularis_xtropicalis_metadata_nf_one2one_only_harmony_integrated.h5ad,one2one only,0.9243039879608728,0.04379232505643338,Harmony one2one only,Heart_mf_xl
xtropicalis,0.8813142713819915,original,SeuratV4 RPCA,mfascicularis_xtropicalis_metadata_nf_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.9243039879608728,0.04298971657888129,SeuratV4 RPCA one2one only,Heart_mf_xl
xtropicalis,0.8843240531728116,original,scVI,mfascicularis_xtropicalis_metadata_nf_one2one_only_scVI_integrated.h5ad,one2one only,0.9243039879608728,0.03997993478806117,scVI one2one only,Heart_mf_xl
xtropicalis,0.8945071482317531,original,Scanorama,mfascicularis_xtropicalis_metadata_nf_one2one_only_scanorama_integrated.h5ad,one2one only,0.9243039879608728,0.029796839729119617,Scanorama one2one only,Heart_mf_xl
xtropicalis,0.8956107348883873,original,SeuratV4 CCA,mfascicularis_xtropicalis_metadata_nf_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9243039879608728,0.028693253072485492,SeuratV4 CCA stronger homology,Heart_mf_xl
xtropicalis,0.8961123651868573,original,Scanorama,mfascicularis_xtropicalis_metadata_nf_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9243039879608728,0.028191622774015435,Scanorama stronger homology,Heart_mf_xl
xtropicalis,0.8968648106345624,original,SeuratV4 RPCA,mfascicularis_xtropicalis_metadata_nf_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.9243039879608728,0.027439177326310404,SeuratV4 RPCA higher expression,Heart_mf_xl
xtropicalis,0.8995234512164535,original,scVI,mfascicularis_xtropicalis_metadata_nf_many_higher_homology_conf_scVI_integrated.h5ad,stronger homology,0.9243039879608728,0.024780536744419268,scVI stronger homology,Heart_mf_xl
xtropicalis,0.9004263857536995,original,Harmony,mfascicularis_xtropicalis_metadata_nf_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9243039879608728,0.023877602207173276,Harmony stronger homology,Heart_mf_xl
